frame_time_utc,x,y
2025-10-27T15:00:00Z,490,906
2025-10-27T15:12:00Z,492,906
2025-10-27T15:24:00Z,495,906
2025-10-27T15:36:00Z,498,906
2025-10-27T15:48:00Z,500,906
2025-10-27T16:00:00Z,502,906
2025-10-27T16:12:00Z,506,906
2025-10-27T16:24:00Z,508,906
2025-10-27T16:36:00Z,510,906
