frame_time_utc,x,y
2025-10-28T06:30:00Z,127,398
2025-10-28T06:42:00Z,134,386
2025-10-28T06:42:00Z,135,382
2025-10-28T06:54:00Z,134,386
2025-10-28T06:54:00Z,132,388
